"order_id","order_status","distance_to_customer","distance_rider_from_store","delivery_service_level","rider_arrived_at_pickup_time","order_ready_for_pickup_time","order_pickup_done_time","order_delivered_time"
2283865,20,2.37,0.38,2,2024-12-17 19:22:24.449 +0800,2024-12-17 19:02:17.245 +0800,2024-12-17 19:22:26.760 +0800,2024-12-17 19:33:53.952 +0800
2283866,20,8.07,5.5,2,2024-12-17 18:36:43.366 +0800,2024-12-17 18:21:52.691 +0800,2024-12-17 19:13:56.287 +0800,2024-12-17 19:21:06.709 +0800
2283869,20,3.33,2.52,3,2024-12-19 11:00:09.966 +0800,2024-12-19 11:21:16.516 +0800,2024-12-19 12:08:13.033 +0800,2024-12-19 12:22:16.909 +0800
2283871,20,7.34,5.25,3,2024-12-18 11:34:24.044 +0800,2024-12-18 09:16:15.142 +0800,2024-12-18 13:17:35.332 +0800,2024-12-18 13:45:45.897 +0800
2283872,20,4.6,2.05,3,2024-12-17 19:06:57.386 +0800,2024-12-17 18:11:26.564 +0800,2024-12-17 20:03:04.583 +0800,2024-12-17 20:22:02.471 +0800
2283873,20,7.02,5.0,3,2024-12-17 19:07:01.073 +0800,2024-12-17 19:03:44.598 +0800,2024-12-17 20:02:59.766 +0800,2024-12-17 20:45:19.340 +0800
2283874,30,3.52,2.33,,,,,
2283876,20,5.49,3.97,3,2024-12-17 20:22:17.892 +0800,2024-12-17 19:01:29.413 +0800,2024-12-17 20:22:19.060 +0800,2024-12-17 21:06:06.078 +0800
2283877,20,0.27,0.25,1,2024-12-17 18:59:20.164 +0800,2024-12-17 18:48:25.401 +0800,2024-12-17 18:59:21.569 +0800,2024-12-17 19:01:20.808 +0800
2283879,30,4.53,2.2,,,,,
2283880,20,11.22,7.86,2,2024-12-17 18:25:31.119 +0800,2024-12-17 18:14:08.038 +0800,2024-12-17 18:25:32.177 +0800,2024-12-17 19:16:06.714 +0800
2283882,20,3.75,1.9,3,,2024-12-17 18:43:46.469 +0800,2024-12-17 19:23:56.320 +0800,2024-12-17 20:13:16.413 +0800
2283883,30,8.04,7.53,,,,,
2283884,30,12.35,7.95,,,,,
2283886,20,4.12,1.93,3,2024-12-18 09:31:30.475 +0800,2024-12-18 09:50:59.591 +0800,2024-12-18 09:55:47.161 +0800,2024-12-18 10:12:27.912 +0800
2283887,20,11.38,8.41,3,2024-12-18 10:11:41.301 +0800,2024-12-18 09:35:45.692 +0800,2024-12-18 10:44:29.369 +0800,2024-12-18 11:19:23.592 +0800
2283889,20,6.13,3.48,3,2024-12-18 11:13:58.209 +0800,2024-12-18 09:38:42.914 +0800,2024-12-18 11:30:45.310 +0800,2024-12-18 12:15:48.773 +0800
2283890,20,4.12,2.35,3,2024-12-18 11:51:17.026 +0800,2024-12-18 11:03:30.318 +0800,2024-12-18 11:51:24.794 +0800,2024-12-18 12:12:34.224 +0800
2283891,20,6.6,3.64,2,2024-12-18 12:32:30.592 +0800,2024-12-18 12:13:56.487 +0800,2024-12-18 12:32:32.218 +0800,2024-12-18 13:24:54.883 +0800
2283893,20,0.98,0.63,2,2024-12-18 13:16:26.842 +0800,2024-12-18 11:51:32.987 +0800,2024-12-18 14:34:30.904 +0800,2024-12-18 14:37:27.418 +0800
2283894,20,3.96,2.96,3,2024-12-17 20:24:21.374 +0800,2024-12-17 18:58:58.245 +0800,2024-12-17 20:24:23.373 +0800,2024-12-17 20:53:45.300 +0800
2283895,30,8.59,6.73,,,,,
2283896,30,0.75,0.57,,,,,
2283897,20,11.46,7.1,2,2024-12-17 19:41:52.788 +0800,2024-12-17 18:49:23.526 +0800,2024-12-17 19:41:54.304 +0800,2024-12-17 20:31:07.640 +0800
2283898,20,0.17,0.18,1,2024-12-17 19:13:46.686 +0800,2024-12-17 18:59:01.632 +0800,2024-12-17 19:13:47.707 +0800,2024-12-17 19:18:31.454 +0800
2283899,20,2.08,1.15,2,2024-12-18 08:34:13.883 +0800,2024-12-18 08:25:43.373 +0800,2024-12-18 09:19:36.883 +0800,2024-12-18 09:26:23.285 +0800
2283901,20,3.85,2.83,2,2024-12-18 14:09:12.797 +0800,2024-12-18 14:03:25.757 +0800,2024-12-18 14:13:13.715 +0800,2024-12-18 14:35:56.090 +0800
2283902,20,0.99,0.49,2,2024-12-18 10:27:45.260 +0800,2024-12-18 08:13:51.027 +0800,2024-12-18 10:27:46.397 +0800,2024-12-18 10:36:37.247 +0800
2283904,30,5.94,3.12,,,,,
2283905,20,3.93,3.16,2,2024-12-18 09:14:39.403 +0800,2024-12-18 08:24:31.160 +0800,2024-12-18 09:14:40.287 +0800,2024-12-18 09:32:51.779 +0800
2283907,30,12.0,7.68,,,,,
2283908,30,4.18,3.41,,,,,
2283909,20,1.93,1.63,2,2024-12-18 09:24:45.007 +0800,2024-12-18 08:36:24.441 +0800,2024-12-18 09:26:54.670 +0800,2024-12-18 09:33:39.385 +0800
2283911,20,2.35,1.24,2,2024-12-18 10:24:28.936 +0800,2024-12-18 09:28:57.709 +0800,2024-12-18 10:24:30.083 +0800,2024-12-18 10:50:14.903 +0800
2283912,20,6.89,2.94,1,2024-12-17 19:22:20.059 +0800,2024-12-17 19:16:21.144 +0800,2024-12-17 19:22:29.383 +0800,2024-12-17 19:43:52.584 +0800
2283914,20,12.49,9.67,3,,2024-12-18 09:52:29.117 +0800,2024-12-18 11:46:47.617 +0800,2024-12-18 13:29:27.653 +0800
2283915,20,2.32,1.59,2,2024-12-17 19:49:43.760 +0800,2024-12-17 18:56:49.232 +0800,2024-12-17 19:49:45.637 +0800,2024-12-17 20:01:14.380 +0800
2283916,20,1.5,0.32,2,2024-12-18 14:40:35.009 +0800,2024-12-18 14:06:49.561 +0800,2024-12-18 14:40:36.487 +0800,2024-12-18 16:54:53.968 +0800
2283919,20,1.43,0.9,2,2024-12-18 11:22:07.291 +0800,2024-12-18 10:35:44.878 +0800,2024-12-18 11:37:50.488 +0800,2024-12-18 11:46:33.210 +0800
2283920,20,2.08,1.4,2,2024-12-18 10:17:37.172 +0800,2024-12-18 09:29:59.722 +0800,2024-12-18 10:17:39.975 +0800,2024-12-18 10:30:20.253 +0800
2283922,20,14.93,8.3,3,2024-12-18 10:47:17.015 +0800,2024-12-18 10:15:23.348 +0800,2024-12-18 10:47:18.253 +0800,2024-12-18 11:32:12.679 +0800
2283924,20,5.28,2.87,2,2024-12-18 10:01:38.359 +0800,2024-12-18 09:43:22.743 +0800,2024-12-18 10:01:39.456 +0800,2024-12-18 10:17:47.714 +0800
2283926,20,3.06,1.81,3,2024-12-18 10:11:32.352 +0800,2024-12-18 07:55:18.570 +0800,2024-12-18 10:28:32.019 +0800,2024-12-18 10:36:44.755 +0800
2283927,30,0.9,0.65,,,,,
2283928,20,6.51,5.36,2,2024-12-18 09:22:12.162 +0800,2024-12-18 09:16:29.805 +0800,2024-12-18 09:22:15.590 +0800,2024-12-18 09:44:52.072 +0800
2283929,20,2.3,1.68,2,2024-12-18 08:13:40.404 +0800,2024-12-18 08:13:34.853 +0800,2024-12-18 08:14:42.544 +0800,2024-12-18 08:22:14.271 +0800
2283930,20,3.41,2.45,3,2024-12-18 10:13:42.686 +0800,2024-12-18 09:43:36.795 +0800,2024-12-18 10:13:44.515 +0800,2024-12-18 10:27:41.424 +0800
2283931,20,5.95,4.54,1,2024-12-18 08:20:26.458 +0800,2024-12-18 08:14:12.714 +0800,2024-12-18 08:20:28.049 +0800,2024-12-18 08:39:50.126 +0800
2283932,20,5.12,4.31,2,2024-12-21 09:30:08.356 +0800,2024-12-21 08:17:21.232 +0800,2024-12-21 09:30:09.550 +0800,2024-12-21 09:54:49.768 +0800
2283937,30,7.25,4.25,,,,,
2283938,20,9.51,6.97,3,2024-12-18 14:00:41.004 +0800,2024-12-18 11:58:11.834 +0800,2024-12-18 14:00:42.428 +0800,2024-12-18 15:03:10.520 +0800
2283939,20,1.12,0.78,2,2024-12-18 09:32:58.553 +0800,2024-12-18 09:20:03.747 +0800,2024-12-18 09:33:00.708 +0800,2024-12-18 09:39:26.928 +0800
2283941,20,11.79,6.47,3,,2024-12-18 10:32:43.001 +0800,2024-12-18 11:53:04.516 +0800,2024-12-18 13:35:07.826 +0800
2283943,20,3.75,1.69,3,2024-12-18 12:54:25.530 +0800,2024-12-18 12:54:14.536 +0800,2024-12-18 12:54:26.810 +0800,2024-12-18 13:14:28.320 +0800
2283947,20,3.38,2.38,2,2024-12-18 09:00:27.804 +0800,2024-12-18 08:37:43.563 +0800,2024-12-18 09:00:29.075 +0800,2024-12-18 09:12:22.895 +0800
2283949,20,7.24,5.31,3,2024-12-18 13:40:17.088 +0800,2024-12-18 11:43:11.935 +0800,2024-12-18 13:40:18.297 +0800,2024-12-18 14:17:38.361 +0800
2283953,20,4.74,2.17,2,2024-12-18 11:27:16.530 +0800,2024-12-18 10:20:29.834 +0800,2024-12-18 11:27:17.566 +0800,2024-12-18 11:35:18.099 +0800
2283954,20,0.97,0.7,2,2024-12-18 13:16:17.734 +0800,2024-12-18 10:53:21.303 +0800,2024-12-18 14:08:13.856 +0800,2024-12-18 14:09:18.478 +0800
2283956,20,5.11,3.45,2,2024-12-18 09:11:40.507 +0800,2024-12-18 08:09:33.011 +0800,2024-12-18 09:35:55.820 +0800,2024-12-18 09:50:55.426 +0800
2283957,20,5.76,3.21,2,2024-12-18 10:52:41.251 +0800,2024-12-18 10:49:56.014 +0800,2024-12-18 10:52:43.277 +0800,2024-12-18 11:27:56.825 +0800
2283960,20,5.58,3.53,3,2024-12-18 10:14:17.977 +0800,2024-12-18 08:58:57.839 +0800,2024-12-18 10:21:23.976 +0800,2024-12-18 10:34:12.959 +0800
2283961,20,1.51,1.07,2,2024-12-18 14:56:16.690 +0800,2024-12-18 12:54:40.207 +0800,2024-12-18 15:41:29.674 +0800,2024-12-18 15:41:32.828 +0800
2283963,30,5.75,4.75,,,,,
2283964,20,1.48,0.87,2,2024-12-18 10:25:56.402 +0800,2024-12-18 08:39:32.254 +0800,2024-12-18 10:25:57.429 +0800,2024-12-18 10:50:23.298 +0800
2283966,20,4.08,2.44,2,2024-12-18 11:16:05.385 +0800,2024-12-18 11:15:57.105 +0800,2024-12-18 11:16:07.090 +0800,2024-12-18 11:35:38.090 +0800
2283967,20,2.71,2.02,3,2024-12-18 12:00:44.071 +0800,2024-12-18 10:35:19.989 +0800,2024-12-18 12:00:45.019 +0800,2024-12-18 13:45:48.738 +0800
2283971,20,5.33,2.43,2,2024-12-18 11:49:44.288 +0800,2024-12-18 11:17:53.912 +0800,2024-12-18 11:49:45.432 +0800,2024-12-18 12:09:34.827 +0800
2283972,20,1.63,1.05,2,2024-12-18 08:46:47.242 +0800,2024-12-18 08:39:05.211 +0800,2024-12-18 08:46:48.483 +0800,2024-12-18 08:50:54.613 +0800
2283973,20,2.71,2.01,3,2024-12-18 15:25:49.879 +0800,2024-12-18 14:32:19.463 +0800,2024-12-18 15:25:51.410 +0800,2024-12-18 15:36:48.946 +0800
2283975,30,0.9,0.53,,,,,
2283976,20,5.33,2.64,3,2024-12-18 12:09:23.149 +0800,2024-12-18 12:09:05.116 +0800,2024-12-18 13:33:04.447 +0800,2024-12-18 13:34:09.901 +0800
2283977,20,1.21,0.7,1,2024-12-18 10:17:53.826 +0800,2024-12-18 10:14:11.986 +0800,2024-12-18 10:18:06.927 +0800,2024-12-18 10:25:18.896 +0800
2283978,30,1.4,0.72,,,,,
2283979,20,3.74,2.47,2,2024-12-24 09:14:37.269 +0800,2024-12-24 08:10:47.484 +0800,2024-12-24 09:14:39.275 +0800,2024-12-24 09:34:19.083 +0800
2283980,30,2.51,1.88,,,,,
2283981,20,6.68,5.4,2,2024-12-18 10:07:08.999 +0800,2024-12-18 08:19:29.140 +0800,2024-12-18 10:07:11.773 +0800,2024-12-18 10:58:07.294 +0800
2283982,20,7.23,5.44,3,2024-12-18 09:49:17.646 +0800,2024-12-18 08:52:44.193 +0800,2024-12-18 09:49:19.179 +0800,2024-12-18 10:17:06.605 +0800
2283983,20,3.77,2.17,3,2024-12-18 10:53:34.356 +0800,2024-12-18 08:53:20.745 +0800,2024-12-18 11:04:28.010 +0800,2024-12-18 11:21:31.838 +0800
2283985,20,1.81,1.27,2,2024-12-18 10:24:44.052 +0800,2024-12-18 09:33:40.545 +0800,2024-12-18 10:24:45.068 +0800,2024-12-18 10:30:25.781 +0800
2283987,20,3.54,1.91,2,2024-12-18 13:00:23.032 +0800,2024-12-18 12:01:58.771 +0800,2024-12-18 13:00:24.175 +0800,2024-12-18 13:19:27.380 +0800
2283988,20,3.68,1.72,2,2024-12-18 10:02:35.391 +0800,2024-12-18 08:54:40.938 +0800,2024-12-18 10:13:14.319 +0800,2024-12-18 10:25:22.797 +0800
2283989,20,8.63,3.64,3,2024-12-18 10:47:51.193 +0800,2024-12-18 09:57:31.670 +0800,2024-12-18 10:47:52.582 +0800,2024-12-18 11:19:57.702 +0800
2283990,20,2.44,1.93,2,2024-12-18 09:45:35.546 +0800,2024-12-18 08:18:35.592 +0800,2024-12-18 09:47:48.659 +0800,2024-12-18 09:53:23.424 +0800
2283991,20,8.45,6.1,3,,2024-12-18 10:33:18.393 +0800,2024-12-18 12:30:14.861 +0800,2024-12-18 13:35:19.526 +0800
2283992,20,5.2,2.95,2,2024-12-18 11:08:58.268 +0800,2024-12-18 10:50:38.729 +0800,2024-12-18 11:09:00.683 +0800,2024-12-18 11:59:35.869 +0800
2283993,20,5.57,3.35,2,2024-12-18 08:53:11.538 +0800,2024-12-18 08:05:39.120 +0800,2024-12-18 08:56:46.720 +0800,2024-12-18 09:13:36.053 +0800
2283994,20,12.8,9.68,2,2024-12-18 08:14:44.527 +0800,2024-12-18 08:11:05.595 +0800,2024-12-18 08:46:00.553 +0800,2024-12-18 09:21:44.838 +0800
2283996,30,4.25,2.83,,,,,
2283997,20,11.49,8.84,1,2024-12-18 12:02:18.338 +0800,2024-12-18 12:02:12.723 +0800,2024-12-18 12:02:19.335 +0800,2024-12-18 12:32:25.745 +0800
2283999,20,14.77,7.54,3,2024-12-18 12:53:44.505 +0800,2024-12-18 10:42:36.419 +0800,2024-12-18 12:53:45.687 +0800,2024-12-18 13:46:39.365 +0800
2284000,20,8.85,4.05,2,2024-12-18 14:14:24.383 +0800,2024-12-18 09:27:19.520 +0800,2024-12-18 14:14:25.535 +0800,2024-12-18 14:35:12.491 +0800
2284001,20,4.07,1.77,2,2024-12-18 10:28:13.060 +0800,2024-12-18 09:36:37.006 +0800,2024-12-18 10:28:22.139 +0800,2024-12-18 10:40:36.639 +0800
2284002,20,0.52,0.32,3,,2024-12-18 08:43:08.394 +0800,2024-12-18 12:44:48.413 +0800,2024-12-18 12:44:50.665 +0800
2284004,30,1.4,0.88,,,,,
2284005,20,20.01,8.81,3,2024-12-18 09:47:23.679 +0800,2024-12-18 07:36:15.665 +0800,2024-12-18 09:47:24.766 +0800,2024-12-18 10:44:54.366 +0800
2284006,20,4.01,3.0,3,2024-12-18 12:33:01.012 +0800,2024-12-18 09:35:30.159 +0800,2024-12-18 12:33:02.340 +0800,2024-12-18 12:59:26.531 +0800
2284010,20,3.96,3.36,2,2024-12-18 08:56:11.978 +0800,2024-12-18 09:06:44.771 +0800,2024-12-18 09:19:22.136 +0800,2024-12-18 09:40:26.109 +0800
2284011,20,5.44,3.46,3,2024-12-18 09:45:30.103 +0800,2024-12-18 08:24:08.796 +0800,2024-12-18 10:14:44.834 +0800,2024-12-18 10:14:47.176 +0800
2284012,20,3.85,1.5,2,2024-12-18 10:28:06.253 +0800,2024-12-18 08:56:41.895 +0800,2024-12-18 10:28:41.894 +0800,2024-12-18 10:45:13.477 +0800
2284013,20,5.09,3.95,2,2024-12-18 09:26:32.010 +0800,2024-12-18 08:20:09.887 +0800,2024-12-18 09:26:33.065 +0800,2024-12-18 09:49:39.986 +0800
2284014,30,11.33,4.25,,,,,
2284015,20,15.42,9.45,3,2024-12-18 10:51:55.868 +0800,2024-12-18 08:27:48.482 +0800,2024-12-18 11:02:43.535 +0800,2024-12-18 12:27:53.168 +0800
2284016,20,1.04,0.65,3,2024-12-18 10:42:45.644 +0800,2024-12-18 09:05:13.950 +0800,2024-12-18 10:43:19.775 +0800,2024-12-18 10:49:07.519 +0800
2284017,30,1.19,0.56,,,,,
2284018,30,6.19,4.38,,,,,
2284019,20,3.71,2.65,1,2024-12-19 08:54:01.818 +0800,2024-12-19 08:33:33.753 +0800,2024-12-19 08:54:03.233 +0800,2024-12-19 09:12:38.709 +0800
2284020,20,4.07,1.09,2,2024-12-18 08:55:41.436 +0800,2024-12-18 09:14:01.878 +0800,2024-12-18 10:26:34.212 +0800,2024-12-18 10:31:43.337 +0800
2284021,20,2.9,2.16,2,2024-12-18 11:34:35.185 +0800,2024-12-18 11:34:16.841 +0800,2024-12-18 11:34:36.511 +0800,2024-12-18 11:47:03.699 +0800
2284022,20,5.82,3.34,3,2024-12-18 11:08:33.450 +0800,2024-12-18 08:27:55.496 +0800,2024-12-18 11:08:35.206 +0800,2024-12-18 11:49:44.005 +0800
2284023,20,8.75,4.48,1,2024-12-18 10:55:36.912 +0800,2024-12-18 09:16:34.456 +0800,2024-12-18 10:55:41.790 +0800,2024-12-18 10:55:45.285 +0800
2284024,20,0.99,0.56,1,2024-12-18 08:56:59.720 +0800,2024-12-18 08:37:48.363 +0800,2024-12-18 08:57:01.327 +0800,2024-12-18 09:20:18.163 +0800
2284025,20,0.82,0.28,1,2024-12-18 11:46:08.323 +0800,2024-12-18 11:45:41.181 +0800,2024-12-18 11:46:10.025 +0800,2024-12-18 11:49:05.157 +0800
2284026,30,1.84,1.11,,,,,
2284027,20,7.64,3.24,2,2024-12-18 09:28:03.071 +0800,2024-12-18 09:15:21.914 +0800,2024-12-18 09:28:04.394 +0800,2024-12-18 09:46:54.280 +0800
2284028,20,5.27,3.93,2,2024-12-18 08:42:18.473 +0800,2024-12-18 08:36:32.361 +0800,2024-12-18 08:42:19.496 +0800,2024-12-18 08:52:30.218 +0800
2284029,20,2.56,1.3,2,,2024-12-18 08:49:25.623 +0800,2024-12-18 10:16:01.119 +0800,2024-12-18 10:32:37.393 +0800
2284030,20,5.17,3.18,2,2024-12-18 09:28:28.872 +0800,2024-12-18 08:17:11.076 +0800,2024-12-18 09:28:29.911 +0800,2024-12-18 10:06:42.576 +0800
2284031,20,1.57,1.46,2,2024-12-18 08:41:02.882 +0800,2024-12-18 10:18:58.415 +0800,2024-12-18 10:28:16.519 +0800,2024-12-18 10:28:20.159 +0800
2284032,20,11.09,8.11,3,2024-12-18 09:29:03.919 +0800,2024-12-18 08:43:16.639 +0800,2024-12-18 09:29:05.111 +0800,2024-12-18 10:04:16.302 +0800
2284033,20,4.58,2.99,3,2024-12-18 15:41:32.740 +0800,2024-12-18 15:33:30.393 +0800,2024-12-18 15:41:34.063 +0800,2024-12-18 16:08:23.107 +0800
2284034,20,6.54,4.35,1,2024-12-18 12:19:36.229 +0800,2024-12-18 11:34:05.513 +0800,2024-12-18 12:19:37.418 +0800,2024-12-18 12:47:36.747 +0800
2284035,20,4.12,2.23,2,2024-12-18 10:09:16.057 +0800,2024-12-18 09:55:25.740 +0800,2024-12-18 10:09:17.247 +0800,2024-12-18 10:24:50.606 +0800
2284036,20,1.0,0.46,3,2024-12-18 12:01:06.177 +0800,2024-12-18 10:22:29.265 +0800,2024-12-18 12:01:10.075 +0800,2024-12-18 12:01:11.576 +0800
2284038,20,7.09,2.41,3,2024-12-18 10:11:21.171 +0800,2024-12-18 08:53:07.127 +0800,2024-12-18 10:11:22.277 +0800,2024-12-18 10:28:35.567 +0800
2284039,20,5.46,3.99,3,2024-12-18 14:23:17.975 +0800,2024-12-18 14:22:33.121 +0800,2024-12-18 14:23:19.572 +0800,2024-12-18 15:22:13.455 +0800
2284040,30,11.85,8.01,,,,,
2284041,20,8.21,4.29,2,2024-12-18 09:48:20.787 +0800,2024-12-18 09:18:45.366 +0800,2024-12-18 09:48:22.223 +0800,2024-12-18 10:09:59.899 +0800
2284043,20,9.28,3.15,3,2024-12-18 12:35:15.045 +0800,2024-12-18 08:17:27.633 +0800,2024-12-18 12:37:14.585 +0800,2024-12-18 13:02:50.420 +0800
2284044,20,1.22,0.82,3,2024-12-18 12:00:52.183 +0800,2024-12-18 11:31:23.428 +0800,2024-12-18 12:00:53.157 +0800,2024-12-18 12:27:36.900 +0800
2284045,20,5.5,3.04,3,2024-12-18 10:43:41.734 +0800,2024-12-18 10:43:14.852 +0800,2024-12-18 10:43:42.500 +0800,2024-12-18 12:07:32.656 +0800
2284046,20,4.34,2.86,2,2024-12-18 09:07:26.890 +0800,2024-12-18 08:13:56.893 +0800,2024-12-18 09:07:28.059 +0800,2024-12-18 09:42:30.186 +0800
2284047,20,7.05,4.9,2,2024-12-18 10:16:48.669 +0800,2024-12-18 09:16:50.689 +0800,2024-12-18 10:16:49.552 +0800,2024-12-18 10:43:15.881 +0800
2284048,20,7.21,4.44,3,2024-12-18 08:52:01.313 +0800,2024-12-18 08:05:16.074 +0800,2024-12-18 08:52:03.047 +0800,2024-12-18 10:30:26.194 +0800
2284050,20,5.7,3.74,3,2024-12-18 10:00:09.502 +0800,2024-12-18 09:59:32.446 +0800,2024-12-18 10:00:10.334 +0800,2024-12-18 10:44:44.436 +0800
2284051,20,3.47,1.78,2,,2024-12-18 08:17:35.085 +0800,2024-12-18 09:52:24.051 +0800,2024-12-18 09:52:26.147 +0800
2284052,20,8.52,5.55,3,2024-12-18 10:46:01.850 +0800,2024-12-18 09:55:22.535 +0800,2024-12-18 10:46:04.609 +0800,2024-12-18 11:07:21.580 +0800
2284053,20,3.32,2.59,2,2024-12-18 09:36:57.256 +0800,2024-12-18 09:27:06.790 +0800,2024-12-18 09:36:58.373 +0800,2024-12-18 09:48:24.337 +0800
2284054,20,9.98,6.57,3,2024-12-18 10:52:49.155 +0800,2024-12-18 12:14:46.403 +0800,2024-12-18 13:13:12.361 +0800,2024-12-18 15:06:12.463 +0800
2284055,30,6.06,3.24,,,,,
2284056,20,6.44,3.2,2,2024-12-18 08:45:38.848 +0800,2024-12-18 08:18:21.866 +0800,2024-12-18 08:45:40.100 +0800,2024-12-18 09:07:46.317 +0800
2284057,20,2.68,1.93,2,2024-12-18 15:48:55.718 +0800,2024-12-18 15:33:28.119 +0800,2024-12-18 15:48:57.056 +0800,2024-12-18 16:21:01.626 +0800
2284058,20,2.11,1.06,3,2024-12-18 12:09:30.974 +0800,2024-12-18 10:47:02.443 +0800,2024-12-18 12:14:44.518 +0800,2024-12-18 12:26:27.591 +0800
2284059,20,7.27,5.35,3,2024-12-18 12:46:16.949 +0800,2024-12-18 11:28:15.838 +0800,2024-12-18 12:58:39.123 +0800,2024-12-18 13:19:00.954 +0800
2284060,20,3.95,2.86,3,2024-12-18 13:48:34.085 +0800,2024-12-18 10:14:34.837 +0800,2024-12-18 13:48:35.137 +0800,2024-12-18 15:50:10.985 +0800
2284061,20,4.27,2.43,1,2024-12-18 09:07:35.110 +0800,2024-12-18 08:56:52.512 +0800,2024-12-18 09:07:36.259 +0800,2024-12-18 09:29:34.599 +0800
2284062,20,6.92,4.0,2,2024-12-18 10:22:04.303 +0800,2024-12-18 09:25:40.390 +0800,2024-12-18 10:26:57.183 +0800,2024-12-18 11:18:41.959 +0800
2284064,20,6.46,5.33,2,2024-12-18 09:53:42.249 +0800,2024-12-18 09:40:47.296 +0800,2024-12-18 09:53:43.369 +0800,2024-12-18 10:20:56.941 +0800
2284065,20,1.4,0.88,2,2024-12-18 09:06:47.575 +0800,2024-12-18 09:31:36.571 +0800,2024-12-18 09:57:32.668 +0800,2024-12-18 09:57:34.784 +0800
2284066,20,5.77,3.93,2,2024-12-18 10:22:28.329 +0800,2024-12-18 09:41:02.418 +0800,2024-12-18 10:22:29.734 +0800,2024-12-18 10:47:33.222 +0800
2284067,20,7.13,3.74,2,2024-12-18 08:56:36.993 +0800,2024-12-18 07:52:51.413 +0800,2024-12-18 08:56:38.407 +0800,2024-12-18 09:19:02.543 +0800
2284068,20,1.48,0.84,2,2024-12-18 10:24:40.628 +0800,2024-12-18 09:46:39.273 +0800,2024-12-18 10:24:41.831 +0800,2024-12-18 10:29:27.134 +0800
2284069,20,3.63,2.95,2,2024-12-18 11:36:06.171 +0800,2024-12-18 10:21:00.329 +0800,2024-12-18 11:36:09.963 +0800,2024-12-18 11:58:13.023 +0800
2284070,20,9.9,5.29,2,2024-12-18 08:46:35.935 +0800,2024-12-18 08:28:16.321 +0800,2024-12-18 08:46:37.327 +0800,2024-12-18 09:23:37.636 +0800
2284071,20,4.17,2.59,3,2024-12-18 10:45:02.444 +0800,2024-12-18 09:10:19.690 +0800,2024-12-18 11:04:48.799 +0800,2024-12-18 11:04:50.374 +0800
2284072,20,10.72,8.28,3,2024-12-18 10:49:32.926 +0800,2024-12-18 09:36:18.645 +0800,2024-12-18 10:49:34.096 +0800,2024-12-18 11:43:00.525 +0800
2284073,20,7.15,3.86,3,2024-12-18 14:19:57.412 +0800,2024-12-18 12:47:55.837 +0800,2024-12-18 14:19:58.925 +0800,2024-12-18 14:48:56.142 +0800
2284074,20,3.24,2.1,3,2024-12-18 09:57:03.988 +0800,2024-12-18 08:44:45.962 +0800,2024-12-18 09:57:05.908 +0800,2024-12-18 10:42:30.237 +0800
2284075,20,3.66,1.71,2,2024-12-18 10:46:00.178 +0800,2024-12-18 09:29:20.656 +0800,2024-12-18 10:46:02.432 +0800,2024-12-18 10:59:29.594 +0800
2284076,20,2.59,0.74,2,2024-12-18 10:24:37.422 +0800,2024-12-18 08:58:44.021 +0800,2024-12-18 10:24:38.755 +0800,2024-12-18 10:31:04.511 +0800
2284077,20,4.89,3.67,1,2024-12-18 10:53:00.661 +0800,2024-12-18 10:20:51.693 +0800,2024-12-18 10:53:01.985 +0800,2024-12-18 11:10:25.122 +0800
2284078,20,3.26,1.61,2,2024-12-18 09:36:08.142 +0800,2024-12-18 09:03:25.434 +0800,2024-12-18 09:36:15.393 +0800,2024-12-18 09:50:44.727 +0800
2284079,20,7.46,6.02,3,2024-12-18 15:45:04.577 +0800,2024-12-18 14:20:42.460 +0800,2024-12-18 15:45:06.117 +0800,2024-12-18 16:30:28.568 +0800
2284081,20,7.8,5.94,3,,2024-12-18 10:41:30.588 +0800,2024-12-18 11:52:14.169 +0800,2024-12-18 13:31:14.653 +0800
2284083,20,4.75,3.57,3,2024-12-18 11:26:15.306 +0800,2024-12-18 10:47:54.678 +0800,2024-12-18 11:26:17.037 +0800,2024-12-18 12:25:08.026 +0800
2284084,20,6.16,3.59,2,2024-12-18 09:43:12.684 +0800,2024-12-18 08:58:49.797 +0800,2024-12-18 09:43:14.751 +0800,2024-12-18 10:05:28.946 +0800
2284085,30,,,,,,,
2284087,20,2.18,1.25,2,2024-12-18 11:18:16.635 +0800,2024-12-18 10:54:02.548 +0800,2024-12-18 11:19:16.036 +0800,2024-12-18 11:29:01.646 +0800
2284088,20,3.99,2.84,3,2024-12-18 11:45:57.129 +0800,2024-12-18 11:18:00.487 +0800,2024-12-18 11:45:58.124 +0800,2024-12-18 12:37:42.009 +0800
2284089,20,5.77,2.98,3,2024-12-18 11:21:57.430 +0800,2024-12-18 11:13:39.355 +0800,2024-12-18 11:21:58.902 +0800,2024-12-18 14:02:46.355 +0800
2284090,20,10.39,5.13,3,2024-12-18 10:14:42.762 +0800,2024-12-18 09:38:37.627 +0800,2024-12-18 10:14:45.156 +0800,2024-12-18 11:27:55.301 +0800
2284091,20,4.51,2.93,2,2024-12-18 09:54:33.800 +0800,2024-12-18 09:36:15.738 +0800,2024-12-18 09:54:34.986 +0800,2024-12-18 11:12:46.201 +0800
